hero_id,nerf/buff,attribute,strength,intelligence,agility,strength_gain,intellicene_gain,agility_gain,attack_range,base_attack_time,movement_speed,armor,damage_lower,damage_upper,damage_average,missile_speed,cast_duration_before,cast_duration_after,hp_regen,mp_regen,magic_resistance,day_vision,night_vision,turn_rate
npc_dota_hero_vengefulspirit,NA,agi,18.0,13.0,27.0,2.6,1.5,2.8,400.0,1.7,295,0.0,9.0,23.0,16.0,1500.0,0.3,0.51,1.75,0.9,25.0,1800.0,800.0,0.6
npc_dota_hero_venomancer,Buff,agi,18.0,15,22.0,1.85,1.75,2.6,450.0,1.7,290.0,0.0,19.0,21.0,20.0,900.0,0.0,0.51,0.25,0.9,25.0,1800.0,800.0,0.4
npc_dota_hero_viper,NA,agi,20.0,15.0,21.0,1.9,1.8,2.5,575.0,1.7,290.0,-1.0,23.0,25.0,24.0,1200.0,0.3,0.51,0.25,0.9,25.0,1800.0,800.0,0.4
npc_dota_hero_weaver,Buff,agi,15.0,15,14.0,1.5,1.8,2.5,425.0,1.8,290,-1.0,36.0,46.0,41.0,900.0,0.3,0.51,1.75,0.9,25.0,1800.0,800.0,0.5
npc_dota_dark_willow,NoHero,int,18.0,20.0,18.0,1.5,3.5,1.6,475.0,1.3,290.0,-1.0,27.0,35.0,31.0,1200.0,0.0,0.51,0.25,0.9,25.0,1800.0,800.0,0.7
npc_dota_hero_ancient_apparition,Buff,int,18.0,25.0,20.0,1.4,3,2.2,600,1.7,290.0,-1.0,19,29,24.0,1250.0,0.01,0.75,0.25,0.9,25.0,1800.0,800.0,0.6
npc_dota_hero_bane,Buff,int,22,22,22,2.1,2.1,2.1,400.0,1.7,315,1.0,33.0,39.0,36.0,900.0,0.5,0.51,0.25,0.9,25.0,1800.0,800.0,0.6
npc_dota_hero_batrider,Nerf,int,23,24.0,15.0,2.6,2.9,1.5,375.0,1.7,290.0,0.0,16.0,20.0,18.0,900.0,0.2,0.7,0.25,0.9,25.0,1200.0,800.0,1
npc_dota_hero_chen,Nerf,int,20,21.0,15.0,1.5,3.2,2.1,600,1.7,310.0,-1.0,29.0,39.0,34.0,1100.0,0.3,0.51,0.25,0.9,25.0,1800.0,800.0,0.6
npc_dota_hero_crystal_maiden,Buff,int,16.0,16.0,16.0,1.7,2.9,1.6,600.0,1.7,280,-1,16.0,22.0,19.0,900.0,0.3,2.4,0.25,0.9,25.0,1800.0,800.0,0.5
npc_dota_hero_dark_seer,Buff,int,22,29,12.0,2.3000000000000003,3.1,1.2,150.0,1.7,300,5.0,33.0,39.0,36.0,0.0,0.4,0.67,0.25,0.9,25.0,1800.0,800.0,0.6
npc_dota_hero_dazzle,Buff,int,16.0,27.0,21.0,1.8499999999999999,3.4,1.7,550.0,1.7,305,-1.0,16.0,22.0,19.0,1200.0,0.3,0.5,0.25,0.9,25.0,1800.0,800.0,0.6
npc_dota_hero_death_prophet,Buff,int,19,20,14.0,1.9,3.5,1.4,600.0,1.7,310,2.0,23.0,35.0,29.0,1000.0,0.5,0.83,0.75,0.9,25.0,1800.0,800.0,0
npc_dota_hero_disruptor,NA,int,19.0,22.0,15.0,2.1,2.9,1.4,600.0,1.7,305.0,-1.0,29.0,33.0,31.0,1200.0,0.05,1.0,0.25,0.9,25.0,1800.0,800.0,0.5
npc_dota_hero_enchantress,NA,int,16,14,19.0,1.0,2.8,1.8,550,1.7,335,-2.0,33.0,43.0,38.0,900.0,0.3,0.51,0.25,0.9,25.0,1800.0,800.0,0.4
npc_dota_hero_enigma,Buff,int,17,20.0,14.0,2.2,3.9,1.0,500.0,1.7,300,2.0,24.0,30.0,27.0,900.0,0.3,0.51,0.25,0.9,25.0,1800.0,800.0,0.5
npc_dota_hero_furion,Buff,int,19.0,21.0,18.0,2.0000000000000004,3.3,1.9,600.0,1.7,295,1.0,29.0,43.0,36.0,1125.0,0.5,1.17,0.25,0.9,25.0,1800.0,800.0,0.6
npc_dota_hero_invoker,Buff,int,19,22,14.0,1.7,3.2,1.9,600.0,1.7,280.0,-1.0,18.0,24.0,21.0,900.0,0.0,0.0,0.25,0.9,25.0,1800.0,800.0,0.5
npc_dota_hero_jakiro,Buff,int,25.0,28,10.0,2.5,3.2,1.2,400.0,1.7,290.0,1.0,18,26,22.0,1100.0,0.65,0.3,0.25,0.9,25.0,1800.0,800.0,0.5
npc_dota_hero_keeper_of_the_light,Buff,int,14.0,22,15.0,1.9999999999999998,3.2,1.6,600.0,1.7,315,-1.0,43,57,50.0,900.0,0.3,2.4,0.25,0.9,25.0,1800.0,800.0,0.5
npc_dota_hero_leshrac,Buff,int,16.0,26.0,23.0,1.6999999999999997,3.5,1.7,600.0,1.7,320,0.0,21.0,25.0,23.0,900.0,0.7,0.8,0.25,0.9,25.0,1800.0,800.0,0.5
npc_dota_hero_lich,Buff,int,18.0,18,15.0,1.8,3.3,2.0,550.0,1.7,310,-1.0,26.0,35.0,30.5,900.0,0.4,1.1,0.25,0.9,25.0,1800.0,800.0,0.5
npc_dota_hero_lina,Nerf,int,18.0,27.0,16.0,1.7,3.7,1.5,670.0,1.7,295.0,-1.0,15.0,27.0,21.0,1000.0,0.45,1.08,0.25,0.9,25.0,1800.0,800.0,0.5
npc_dota_hero_lion,NA,int,16.0,22,15.0,1.7,3.5,1.5,600.0,1.7,290.0,-1.0,27,33,30.0,900.0,0.3,0.51,0.25,0.9,25.0,1800.0,800.0,0.5
npc_dota_hero_necrolyte,NA,int,16.0,22.0,15,2.2,2.9,1.7,550,1.7,290,1.0,24.0,28.0,26.0,900.0,0.5,0.5,0.25,0.9,25.0,1800.0,800.0,0.5
npc_dota_hero_obsidian_destroyer,Buff,int,19.0,26,28.0,1.85,2.7,2.0,450.0,1.7,315.0,1.5,22.0,37.0,29.5,900.0,0.25,0.51,0.25,0.9,25.0,1800.0,800.0,0.5
npc_dota_hero_ogre_magi,NA,int,23.0,17.0,14.0,3.2,2.4,1.6,150.0,1.7,295,5,43.0,49.0,46.0,0.0,0.45,0.51,2.5,0.9,25.0,1800.0,800.0,0.6
npc_dota_hero_oracle,Buff,int,18.0,23.0,15.0,2.1,2.9,1.7,620.0,1.4,305.0,0.0,24.0,30.0,27.0,900.0,0.3,0.83,0.25,0.9,25.0,1800.0,800.0,0.4
npc_dota_hero_puck,Buff,int,15.0,25.0,22.0,1.9000000000000001,2.4,1.7,550.0,1.7,300.0,-1.0,33.0,44.0,38.5,900.0,0.1,0.51,0.25,0.9,25.0,1800.0,800.0,0.4
npc_dota_hero_pugna,Buff,int,17.0,26.0,16.0,1.2,4,1.0,600,1.7,320,-1,21.0,29.0,25.0,900.0,0.2,0.51,0.25,0.9,25.0,1800.0,800.0,0.5
npc_dota_hero_queenofpain,Nerf,int,16.0,24.0,18,1.6999999999999997,2.9,2,550.0,1.6,214.0,-1.0,27.0,35.0,31.0,1500.0,0.452,1.008,0.25,0.9,25.0,1800.0,800.0,0.5
npc_dota_hero_rubick,Buff,int,19.0,27,14,1.7,3.1,1.6,600,1.7,290.0,-1.0,14.0,24.0,19.0,1125.0,0.1,1.17,0.25,0.9,25.0,1800.0,800.0,0.5
npc_dota_hero_shadow_demon,Buff,int,17,23.0,18.0,1.9000000000000001,3.1,2.2,500.0,1.7,295.0,0.0,29.0,33.0,31.0,900.0,0.3,0.51,0.25,0.9,25.0,1800.0,800.0,0.6
npc_dota_hero_shadow_shaman,Buff,int,21.0,21,16.0,1.9999999999999998,3.5,1.6,500,1.7,285.0,-1.0,28.0,35.0,31.5,900.0,0.3,1.07,1.25,0.9,25.0,1800.0,800.0,0.4
npc_dota_hero_silencer,Buff,int,17.0,27.0,16,2.4000000000000004,2.9,3.0,600.0,1.7,295.0,-1.0,18.0,32.0,25.0,1000.0,0.3,0.51,0.25,0.9,25.0,1800.0,800.0,0.6
npc_dota_hero_skywrath_mage,NA,int,19.0,27.0,13.0,1.7,4.1,0.8,600.0,1.7,325,-2.0,14.0,24.0,19.0,1000.0,0.1,1.08,0.25,0.9,25.0,1800.0,800.0,0.5
npc_dota_hero_storm_spirit,Nerf,int,19.0,23,22.0,1.7,2.6,1.8,480.0,1.7,285.0,2.0,22.0,32.0,27.0,1100.0,0.3,0.51,0.25,0.9,25.0,1800.0,800.0,0.8
npc_dota_hero_techies,Buff,int,17.0,22.0,14.0,2.2,3.3,1.3,700.0,1.7,270,5.0,9.0,11.0,10.0,900.0,0.0,0.51,0.25,0.9,25.0,1800.0,800.0,0.5
npc_dota_hero_tinker,NA,int,17.0,27,13.0,2.2,2.5,1.2,500.0,1.7,305,2.0,24.0,30.0,27.0,900.0,0.53,0.5,0.25,0.9,25.0,1800.0,800.0,0.6
npc_dota_hero_visage,Buff,int,22,24.0,11.0,2.6000000000000005,2.9,1.3,600.0,1.7,285.0,-2.0,26.0,36.0,31.0,900.0,0.4,1.1,0.25,0.9,10.0,1800.0,800.0,0.5
npc_dota_hero_warlock,Buff,int,18.0,24.0,10.0,2.7,3.1,1.0,600.0,1.7,295.0,1.0,24.0,34.0,29.0,1200.0,0.5,0.5,0.25,0.9,25.0,1800.0,800.0,0.4
npc_dota_hero_windrunner,Buff,int,15.0,22.0,17.0,2.7,3.0,1.4,600.0,1.5,295.0,-1.0,24.0,36.0,30.0,125.0,0.3,0.5,0.25,0.9,25.0,1800.0,800.0,0.6
npc_dota_hero_winter_wyvern,Buff,int,24.0,25,16.0,2.3000000000000003,3.6,1.9,425.0,1.7,285.0,-1.0,15.0,22.0,18.5,700.0,0.3,0.51,0.25,0.9,25.0,1800.0,800.0,0.4
npc_dota_hero_witch_doctor,NA,int,16.0,24.0,13.0,1.9999999999999998,3.3,1.4,600.0,1.7,305.0,-1.0,29.0,39.0,34.0,1200.0,0.34,0.52,0.25,0.9,25.0,1800.0,800.0,0.4
npc_dota_hero_zuus,Nerf,int,19.0,20,11.0,2.3000000000000003,3.1,1.2,350,1.7,295,0.0,21.0,29.0,25.0,1100.0,0.4,0.5,0.25,0.9,25.0,1800.0,800.0,0.6
npc_dota_hero_abaddon,Buff,str,23.0,21.0,17,2.5,2.0,1.5,150.0,1.7,310,-1.0,32.0,42.0,37.0,0.0,0.45,1.008,0.25,0.9,25.0,1800.0,800.0,0.5
npc_dota_hero_abyssal_underlord,NA,str,25.0,17.0,12.0,3.0,2.6,1.3,150.0,1.7,305,2.0,37.0,43.0,40.0,0.0,0.6,0.51,0.25,0.9,25.0,1800.0,800.0,0.6
npc_dota_hero_alchemist,Buff,str,25.0,25.0,11,2.1,1.8,1.2,150.0,1.7,300.0,0.0,24.0,33.0,28.5,0.0,0.4,0.5,0.25,0.9,25.0,1800.0,800.0,0.6
npc_dota_hero_axe,Nerf,str,25.0,18.0,20.0,2.9000000000000004,1.6,2.2,150.0,1.7,295.0,-1.0,24.0,28.0,26.0,0.0,0.3,0.51,0.25,0.9,25.0,1800.0,800.0,0.6
npc_dota_hero_beastmaster,Buff,str,23.0,16.0,18.0,2.6,1.9,1.6,150.0,1.7,310.0,2.0,41.0,45.0,43.0,0.0,0.5,0.5,0.25,0.9,25.0,1800.0,800.0,0.5
npc_dota_hero_brewmaster,Buff,str,23.0,14.0,22.0,3.4000000000000004,1.3,2.0,150.0,1.7,300,-1.0,29.0,36.0,32.5,0.0,0.4,0.5,0.75,0.9,25.0,1800.0,800.0,0.6
npc_dota_hero_bristleback,NA,str,22.0,14.0,17.0,2.5,2.8,1.8,150.0,1.8,295.0,1.0,26.0,36.0,31.0,0.0,0.4,0.51,0.25,0.9,25.0,1800.0,800.0,1
npc_dota_hero_centaur,Buff,str,23,15.0,15.0,4.0,1.6,2,150.0,1.7,300,1,32.0,33.0,32.5,0.0,0.5,0.51,0.25,0.9,25.0,1800.0,800.0,0.5
npc_dota_hero_chaos_knight,Buff,str,20,16.0,14.0,3.4000000000000004,1.2,2.1,150.0,1.7,325.0,2.0,29.0,59.0,44.0,0.0,0.4,0.2,0.25,0.9,25.0,1800.0,800.0,0.5
npc_dota_hero_doom_bringer,NA,str,26.0,13.0,11.0,3.7,2.1,0.9,150,1.7,290,-1.0,27.0,43.0,35.0,0.0,0.3,0.51,0.25,0.9,25.0,1800.0,800.0,0.5
npc_dota_hero_dragon_knight,Buff,str,19.0,15.0,19.0,3.3000000000000003,1.7,2.2,150.0,1.7,290,1.0,27.0,33.0,30.0,0.0,0.0,0.51,0.25,0.9,25.0,1800.0,800.0,0.6
npc_dota_hero_earth_spirit,Nerf,str,21.0,18.0,17.0,2.9000000000000004,2.4,1.5,150.0,1.7,305,1.0,25.0,35.0,30.0,0.0,0.01,0.0,0.25,0.9,25.0,1800.0,800.0,0.6
npc_dota_hero_earthshaker,NA,str,22.0,16.0,12.0,3.4000000000000004,1.8,1.4,150.0,1.7,310,1,24.0,34.0,29.0,0.0,0.69,0.5,2.25,0.9,25.0,1800.0,800.0,0.9
npc_dota_hero_elder_titan,Buff,str,24.0,23.0,14.0,2.7,1.6,1.5,150.0,1.7,315.0,1.0,23.0,33.0,28.0,0.0,0.4,0.8,0.25,0.9,25.0,1800.0,800.0,0.4
npc_dota_hero_huskar,Buff,str,21.0,18.0,15.0,2.8000000000000003,1.5,1.4,400.0,1.6,300,-1.0,22.0,30.0,23.5,1400.0,0.3,2.4,0.25,0.9,25.0,1800.0,800.0,0.5
npc_dota_hero_kunkka,Buff,str,24.0,18.0,14.0,3.5,1.5,1.3,150.0,1.7,305.0,0,26.0,36.0,31.0,0.0,0.4,0.51,0.25,0.9,25.0,1800.0,800.0,0.6
npc_dota_hero_legion_commander,Buff,str,26.0,20.0,18.0,3.0,2.2,1.7,150.0,1.7,320.0,0.0,31.0,35.0,33.0,0.0,0.3,0.6,0.25,0.9,25.0,1800.0,800.0,0.5
npc_dota_hero_life_stealer,Buff,str,25.0,15.0,18.0,2.4,1.8,1.9,150.0,1.7,315.0,-3.0,32.0,42.0,37.0,0.0,0.01,0.01,0.25,0.9,25.0,1800.0,800.0,1
npc_dota_hero_lycan,NA,str,22.0,17.0,16.0,2.75,1.55,1.5,150.0,1.7,305.0,1.0,36.0,41.0,38.5,0.0,0.3,0.51,0.25,0.9,25.0,1800.0,800.0,0.5
npc_dota_hero_magnataur,NA,str,21.0,19.0,15.0,3.4000000000000004,1.7,2.5,150.0,1.7,310.0,2.0,28.0,40.0,34.0,0.0,0.3,0.6,2.75,0.9,25.0,1800.0,800.0,0.8
npc_dota_hero_night_stalker,Buff,str,23.0,16,18.0,2.9000000000000004,1.6,2.3,150.0,1.7,295,3.0,38.0,42.0,40.0,0.0,0.3,0.3,0.25,0.9,25.0,1200,1800.0,0.5
npc_dota_hero_omniknight,Buff,str,20,17.0,15.0,2.65,1.8,1.8,150.0,1.7,300,3,31.0,41.0,36.0,0.0,0.5,1.67,0.25,0.9,25.0,1800.0,800.0,0.6
npc_dota_hero_phoenix,Buff,str,17.0,18.0,12.0,3.4000000000000004,1.8,1.3,500.0,1.7,285.0,-2.0,26.0,37.0,31.5,1100.0,0.2,0.5,0.25,0.9,25.0,1800.0,800.0,1
npc_dota_hero_pudge,Buff,str,25.0,14.0,14.0,3.7,1.5,1.5,150.0,1.7,285,-1.0,21.0,27.0,24.0,0.0,0.3,0.51,0.25,0.9,25.0,1800.0,800.0,0.7
npc_dota_hero_rattletrap,Buff,str,24,17.0,13.0,2.7,1.3,2.3,150.0,1.7,315.0,0.0,31.0,33.0,32.0,0.0,0.3,0.51,0.25,0.9,25.0,1800.0,800.0,0.6
npc_dota_hero_sand_king,Buff,str,18,16.0,19.0,2.9000000000000004,1.8,1.8,150.0,1.7,300,0.0,30.0,40.0,35.0,0.0,0.0,0.51,0.25,0.9,25.0,1800.0,800.0,0.5
npc_dota_hero_shredder,Buff,str,1.8,21.0,16.0,1.8,2.4,1.3,150.0,1.7,295.0,-2.0,26.0,30.0,28.0,0.0,0.3,0.6,0.25,0.9,25.0,1800.0,800.0,0.6
npc_dota_hero_skeleton_king,Buff,str,22.0,18.0,18.0,2.9000000000000004,1.6,1.7,150.0,1.7,305.0,0.0,32.0,34.0,33.0,0.0,0.35,0.51,0.25,0.9,25.0,1800.0,800.0,0.4
npc_dota_hero_slardar,Buff,str,21.0,15.0,17.0,3.3000000000000003,1.5,2.4,150.0,1.7,295,3.0,30.0,38.0,34.0,0.0,0.35,0.51,0.25,0.9,25.0,1800.0,800.0,0.5
npc_dota_hero_spirit_breaker,Buff,str,29.0,14.0,17.0,2.8000000000000003,1.8,1.7,150.0,1.9,290,3.0,31.0,41.0,36.0,0.0,0.47,0.8,2.25,0.9,25.0,1800.0,800.0,0.4
npc_dota_hero_sven,Buff,str,23.0,14.0,21.0,3.2,1.3,2.0,150.0,1.7,295,2.0,37.0,39.0,38.0,0.0,0.3,0.51,0.25,0.9,25.0,1800.0,800.0,0.6
npc_dota_hero_tidehunter,Buff,str,22.0,16.0,15.0,3.5,1.7,1.5,150.0,1.7,305.0,1.0,25.0,31.0,28.0,0.0,0.3,0.51,0.25,0.9,25.0,1800.0,800.0,0.4
npc_dota_hero_tiny,Buff,str,24,14,9,3.0,1.6,0.9,150.0,1.7,285,-1,37.0,43.0,40.0,0.0,0.0,0.53,1.75,0.9,25.0,1800.0,800.0,0.5
npc_dota_hero_treant,Nerf,str,25.0,17,15.0,3.3,1.8,2.0,150.0,1.9,295,-1.0,56.0,64.0,60.0,0.0,0.5,0.51,0.25,0.9,25.0,1800.0,800.0,0.5
npc_dota_hero_tusk,Buff,str,23.0,18.0,23.0,2.3000000000000003,1.7,2.1,150.0,1.7,305,0.0,27.0,31.0,29.0,0.0,0.1,1.0,0.25,0.9,25.0,1800.0,800.0,0.5
npc_dota_hero_undying,Nerf,str,22.0,27.0,10.0,2.5,2.5,0.8,150.0,1.7,310,2.0,35.0,43.0,39.0,0.0,0.34,0.51,0.25,0.9,25.0,1800.0,800.0,0.6
npc_dota_hero_wisp,Nerf,str,17.0,23.0,14.0,2.2,1.7,1.6,575.0,1.7,295,-2.0,26.0,35.0,30.5,1200.0,0.001,0.0,0.25,0.9,25.0,1800.0,800.0,0.7
