npc_dota_hero_visage,Buff,int,22,24.0,11.0,2.6000000000000005,2.9,1.3,600.0,1.7,285.0,-2.0,23.0,33.0,900.0,0.4,1.1,0.25,0.9,10.0,1800.0,800.0,0.5,28.0,89.0,91.0,42.0
npc_dota_hero_warlock,Buff,int,22.0,24.0,10.0,2.7,3.1,1.0,600.0,1.7,295.0,1.0,24.0,34.0,1200.0,0.5,0.5,0.25,0.9,25.0,1800.0,800.0,0.4,29.0,98.0,99.0,34.0
npc_dota_hero_windrunner,Buff,int,15.0,22.0,17.0,2.7,3.0,1.4,600.0,1.5,295.0,-1.0,24.0,36.0,125.0,0.3,0.5,0.25,0.9,25.0,1800.0,800.0,0.6,30.0,89.0,90.0,50.0
npc_dota_hero_winter_wyvern,Buff,int,24.0,25,16.0,2.3000000000000003,3.6,1.9,425.0,1.7,285.0,-1.0,15.0,22.0,700.0,0.3,0.51,0.25,0.9,25.0,1800.0,800.0,0.4,18.5,88.0,112.0,61.0
npc_dota_hero_witch_doctor,Buff,int,16.0,24.0,13.0,1.9999999999999998,3.3,1.4,600.0,1.7,305.0,-1.0,29.0,39.0,1200.0,0.34,0.52,0.25,0.9,25.0,1800.0,800.0,0.4,34.0,73.0,101.0,46.0
npc_dota_hero_zuus,Buff,int,19.0,20,11.0,2.3000000000000003,3.1,1.2,350,1.7,295,0.0,21.0,29.0,1100.0,0.4,0.5,0.25,0.9,25.0,1800.0,800.0,0.6,25.0,71.0,94.0,39.0
npc_dota_hero_abaddon,Buff,str,23.0,21.0,17,2.5,2.0,1.5,150.0,1.7,310,-1.0,32.0,42.0,0.0,0.45,1.008,0.25,0.9,25.0,1800.0,800.0,0.5,37.0,95.0,69.0,59.0
npc_dota_hero_abyssal_underlord,Nerf,str,25.0,17.0,12.0,3.0,2.6,1.3,150.0,1.7,295.0,2.0,37.0,43.0,0.0,0.6,0.51,0.25,0.9,25.0,1800.0,800.0,0.6,40.0,104.0,72.0,43.0
npc_dota_hero_alchemist,Buff,str,25.0,25.0,11,2.1,1.8,1.2,150.0,1.7,300.0,0.0,24.0,33.0,0.0,0.4,0.5,0.25,0.9,25.0,1800.0,800.0,0.6,28.5,82.0,68.0,50.0
npc_dota_hero_axe,Buff,str,25.0,18.0,20.0,2.9000000000000004,1.6,2.2,150.0,1.7,295.0,-1.0,24.0,28.0,0.0,0.3,0.51,0.25,0.9,25.0,1800.0,800.0,0.6,26.0,101.0,56.0,72.0
npc_dota_hero_beastmaster,Buff,str,23.0,16.0,18.0,2.6,1.9,1.6,150.0,1.7,310.0,2.0,41.0,45.0,0.0,0.5,0.5,0.25,0.9,25.0,1800.0,800.0,0.5,43.0,92.0,61.0,56.0
npc_dota_hero_brewmaster,Buff,str,23.0,14.0,22.0,3.4000000000000004,1.3,2.0,150.0,1.7,300,-1.0,29.0,36.0,0.0,0.4,0.5,0.75,0.9,25.0,1800.0,800.0,0.6,32.5,111.0,52.0,70.0
npc_dota_hero_bristleback,Buff,str,22.0,14.0,17.0,2.5,2.8,1.8,150.0,1.8,295.0,1.0,26.0,36.0,0.0,0.4,0.51,0.25,0.9,25.0,1800.0,800.0,1,31.0,91.0,81.0,60.0
npc_dota_hero_centaur,Buff,str,23,15.0,15.0,4.0,1.6,1.6,150.0,1.7,300,1,32.0,33.0,0.0,0.5,0.51,0.25,0.9,25.0,1800.0,800.0,0.5,32.5,137.0,53.0,39.0
npc_dota_hero_chaos_knight,Buff,str,20,16.0,14.0,3.4000000000000004,1.2,2.1,150.0,1.7,325.0,2.0,29.0,59.0,0.0,0.4,0.2,0.25,0.9,25.0,1800.0,800.0,0.5,44.0,110.0,46.0,64.0
npc_dota_hero_doom_bringer,Buff,str,26.0,13.0,11.0,3.7,2.1,0.9,150,2.0,290,-1.0,27.0,43.0,0.0,0.3,0.51,0.25,0.9,25.0,1800.0,800.0,0.5,35.0,122.0,65.0,32.0
npc_dota_hero_dragon_knight,Buff,str,19.0,15.0,19.0,3.3000000000000003,1.7,2.2,150.0,1.7,290,1.0,31.0,37.0,0.0,0.0,0.51,0.25,0.9,25.0,1800.0,800.0,0.6,34.0,105.0,55.0,67.0
npc_dota_hero_earth_spirit,Buff,str,21.0,18.0,17.0,2.9000000000000004,2.1,1.5,150.0,1.7,295,1.0,25.0,35.0,0.0,0.01,0.0,0.25,0.9,25.0,1800.0,800.0,0.6,30.0,126.0,68.0,53.0
npc_dota_hero_earthshaker,Buff,str,22.0,16.0,12.0,3.4000000000000004,1.8,1.4,150.0,1.7,310,1,24.0,34.0,0.0,0.69,0.5,2.25,0.9,25.0,1800.0,800.0,0.9,29.0,110.0,59.0,45.0
npc_dota_hero_elder_titan,Buff,str,24.0,23.0,14.0,2.7,1.6,1.5,150.0,1.7,315.0,1.0,23.0,33.0,0.0,0.4,0.8,0.25,0.9,25.0,1800.0,800.0,0.4,28.0,96.0,61.0,57.0
npc_dota_hero_huskar,Buff,str,21.0,18.0,15.0,2.8000000000000003,1.5,1.4,400.0,1.6,300,-1.0,22.0,30.0,1400.0,0.3,2.4,0.25,0.9,25.0,1800.0,800.0,0.5,23.5,95.0,54.0,48.0
npc_dota_hero_kunkka,Buff,str,24.0,18.0,14.0,3.5,1.5,1.3,150.0,1.7,305.0,2.0,26.0,36.0,0.0,0.4,0.51,0.25,0.9,25.0,1800.0,800.0,0.6,31.0,115.0,54.0,45.0
npc_dota_hero_legion_commander,Buff,str,26.0,20.0,18.0,3.0,2.2,1.7,150.0,1.7,320.0,0.0,35.0,39.0,0.0,0.3,0.6,0.25,0.9,25.0,1800.0,800.0,0.5,37.0,105.0,72.0,58.0
npc_dota_hero_life_stealer,Buff,str,25.0,15.0,18.0,3.3,1.8,1.9,150.0,1.85,315.0,-3.0,32.0,42.0,0.0,0.01,0.01,0.25,0.9,25.0,1800.0,800.0,1,37.0,94.0,58.0,75.0
npc_dota_hero_lycan,Nerf,str,22.0,17.0,16.0,3.5,1.55,1.0,150.0,1.7,305.0,1.0,36.0,41.0,0.0,0.3,0.51,0.25,0.9,25.0,1800.0,800.0,0.5,38.5,106.0,50.0,40.0
npc_dota_hero_magnataur,Buff,str,21.0,19.0,15.0,3.4000000000000004,1.7,2.5,150.0,1.7,310.0,2.0,32.0,44.0,0.0,0.3,0.6,0.75,0.9,25.0,1800.0,800.0,0.8,38.0,107.0,59.0,75.0
npc_dota_hero_night_stalker,Buff,str,23.0,16,18.0,2.9000000000000004,1.6,2.3,150.0,1.7,295,3.0,38.0,42.0,0.0,0.3,0.3,2.0,0.9,25.0,1200,1800.0,0.5,40.0,99.0,51.0,73.0
npc_dota_hero_omniknight,Buff,str,22.0,17.0,15.0,3.3000000000000003,1.8,1.8,150.0,1.7,300,3,31.0,41.0,0.0,0.5,1.67,0.25,0.9,25.0,1800.0,800.0,0.6,36.0,108.0,58.0,58.0
npc_dota_hero_phoenix,Buff,str,17.0,18.0,12.0,3.4000000000000004,1.8,1.3,500.0,1.7,285.0,-2.0,26.0,37.0,1100.0,0.2,0.5,0.25,0.9,25.0,1800.0,800.0,1,31.5,107.0,61.0,43.0
npc_dota_hero_pudge,Buff,str,25.0,14.0,14.0,3.7,1.5,1.5,150.0,1.7,285.0,-1.0,21.0,27.0,0.0,0.3,0.51,0.25,0.9,25.0,1800.0,800.0,0.7,24.0,121.0,50.0,50.0
npc_dota_hero_rattletrap,Buff,str,24,17.0,13.0,3.4000000000000004,1.3,2.3,150.0,1.7,315.0,0.0,31.0,33.0,0.0,0.3,0.51,0.25,0.9,25.0,1800.0,800.0,0.6,32.0,114.0,48.0,68.0
npc_dota_hero_sand_king,Buff,str,22.0,16.0,19.0,2.9000000000000004,1.8,1.8,150.0,1.7,295,0.0,30.0,40.0,0.0,0.0,0.51,0.25,0.9,25.0,1800.0,800.0,0.5,35.0,98.0,62.0,62.0
npc_dota_hero_shredder,Buff,str,21.0,21.0,16.0,1.8,2.4,1.3,150.0,1.7,295.0,-2.0,26.0,30.0,0.0,0.3,0.6,0.25,0.9,25.0,1800.0,800.0,0.6,28.0,88.0,80.0,47.0
npc_dota_hero_skeleton_king,Buff,str,22.0,18.0,18.0,2.9000000000000004,1.6,1.7,150.0,1.7,305.0,0.0,39.0,41.0,0.0,0.35,0.51,0.25,0.9,25.0,1800.0,800.0,0.4,40.0,98.0,56.0,58.0
npc_dota_hero_slardar,Nerf,str,21.0,15.0,17.0,3.3000000000000003,1.5,2.4,150.0,1.7,295.0,3.0,30.0,38.0,0.0,0.35,0.51,0.25,0.9,25.0,1800.0,800.0,0.5,34.0,107.0,51.0,74.0
npc_dota_hero_spirit_breaker,Buff,str,29.0,14.0,17.0,2.8000000000000003,1.8,1.7,150.0,1.9,290,3.0,31.0,41.0,0.0,0.47,0.8,2.25,0.9,25.0,1800.0,800.0,0.4,36.0,103.0,57.0,57.0
npc_dota_hero_sven,Buff,str,23.0,16.0,21.0,3.2,1.3,2.0,150.0,1.7,295,2.0,41.0,43.0,0.0,0.3,0.51,0.25,0.9,25.0,1800.0,800.0,0.6,42.0,99.0,47.0,69.0
npc_dota_hero_tidehunter,Buff,str,22.0,16.0,15.0,3.5,1.7,1.5,150.0,1.7,305.0,1.0,25.0,31.0,0.0,0.3,0.51,0.25,0.9,25.0,1800.0,800.0,0.4,28.0,106.0,56.0,51.0
npc_dota_hero_tiny,Buff,str,26,17.0,9,3.0,1.6,0.9,150.0,1.7,285,-1,37.0,43.0,0.0,0.0,0.53,1.75,0.9,25.0,1800.0,800.0,0.5,40.0,128.0,55.0,0.0
npc_dota_hero_treant,Nerf,str,25.0,17,15.0,3.3,1.8,2.0,150.0,1.9,295,-1.0,62.0,70.0,0.0,0.5,0.51,0.25,0.9,25.0,1800.0,800.0,0.5,66.0,123.0,63.0,63.0
npc_dota_hero_tusk,Buff,str,23.0,18.0,23.0,2.3000000000000003,1.7,2.1,150.0,1.7,305.0,0.0,27.0,31.0,0.0,0.1,1.0,0.25,0.9,25.0,1800.0,800.0,0.7,29.0,116.0,58.0,73.0
npc_dota_hero_undying,Buff,str,22.0,27.0,10.0,2.5,2.8,0.8,150.0,1.7,310,2.0,35.0,43.0,0.0,0.34,0.51,0.25,0.9,25.0,1800.0,800.0,0.6,39.0,89.0,94.0,29.0
